,full_text,user,location,date,sentiment
193,The BJP has promised free COVID-19 vaccines to people of Bihar if voted to power.,Oneindia,India,10/24/2020 2:17,positive
194,Nearly % of persons surveyed in India have said they were sceptical about the and will not rush to take it next year even if it is available.,DeccanHerald,India,10/24/2020 2:08,positive
195,'s vaccine is being developed along with researchers at Oxford University.,DeccanHerald,India,10/24/2020 1:48,positive
196,The Governor of New York has had a policy change. He will now let New Yorkers get a but they must be administered at any .,mrkfntn,,10/24/2020 1:42,positive
197,"India's indigenous candidate, , developed by Bharat Biotech in collaboration with ICMR receives the nod for Phase-3 clinical trials.",BjpGouranga,"Agartala, India",10/24/2020 1:33,positive
198,What thinks today..Washington DC thinks it tomorrow..,cbinewton,WaÅ• ZonÃ¨,10/24/2020 1:27,neutral
199,The United States was the only country where the clinical trials of by remained suspended following a participant fell ill six weeks ago.Read more:,Opoyis,,10/24/2020 1:00,neutral
200,: says its ICMR-backed vaccine is set for launch by June . The Hyderabad-based firm plans to test over volunteers across -14 states for . Read more:,ralpharakal,Bangalore,10/24/2020 0:55,positive
201,WHEN WILL A VACCINE BE AVAILABLE? | COVID-19 VACCINE | ALL ABOUT VACCINES |,TheLearningSq2,,10/23/2020 23:37,positive
202,Seems like a problem.,Bill_Owen,"Moscow, Russia",10/23/2020 23:28,neutral
203,"Canada's ""Tinder"" for clinical trials is matching patients with COVID-19 vaccine trials. Here, the top COVID-19 researchers answer your vaccine questions!",tca_ca,Canada,10/23/2020 22:55,positive
204,"AstraZeneca coronavirus trials resumed globally as confirms safety In recent weeks, regulators in the UK, Brazil, South Africa and Japan had confirmed that it was safe to progress the AZD1222 trials.",businessweekly,"Cambridge, UK",10/23/2020 22:08,positive
205,"Virginia is setting up a COVID-19 vaccination program, and millions of dollars was just pumped into it",WYDaily,"Williamsburg, Va.",10/23/2020 22:07,neutral
206,": : 'India's indigenous candidate, , developed by Bharat Biotech in collaboration with ICMR receives the nod for Phase-3 clinical trials. ' , see more",rod_schroetter,France,10/23/2020 21:48,positive
207,Collaboration is vital to producing a safe and effective . Check out our summary of our recent event with &amp; to learn more:,Wilson_MHI,"Washington, DC",10/23/2020 21:34,positive
208,"Great meeting with California HHS Secretary Dr. Mark Ghaly as part of our board meeting discussing critical issues like distribution, safe school reopening, and",SionRoy,"Santa Monica, CA",10/23/2020 21:30,positive
209,Vaccine experts warned the that releasing a without robust data could result in significant harm to Americans.,PharmPracNews,New York,10/23/2020 21:22,positive
210,Theres only one chance to do this rightFDA panel wrestles with issues via,chrishendel,"Vermont, US",10/23/2020 21:14,neutral
211,"Our very own Dr. Brian Ward, senior scientist at the , is the Medical Officer at Medicago. Congratulations to Dr. Ward and all researchers involved!",cusm_muhc,"Montreal, Quebec",10/23/2020 21:06,positive
212,All COVID-19 vaccines will have to pass these FDA requirements...,BoomerBaby54,"Walnut Creek, California",10/23/2020 20:16,neutral
213,Check out this important update,HarjitSajjan,"Vancouver, British Columbia",10/23/2020 20:14,positive
214,is happy to have you on campus. This facility is one of our best &amp; a key player in the development of 's Covigenix for clinical trials.,UofAResearch,"Edmonton, Alberta, Canada",10/23/2020 20:08,positive
215,Clinical trial for AstraZeneca/Oxford Covid-19 vaccine has resumed in US: company,WeForNews,"New Delhi, Delhi",10/23/2020 19:53,neutral
216,"Supply chain professionals point to the many current and potential challenges the nation faces related to vaccinations, testing and equipment availability. Here are their concerns.://",Supplychain_BP,"Chicago, IL",10/23/2020 19:45,positive
217,Vaccine experts warned the that releasing a without robust data could result in significant harm to Americans.,IDSE_Online,"New York, NY",10/23/2020 19:05,positive
218,How could create problems for a,timethief,"Salish Sea, B.C.",10/23/2020 18:47,neutral
219,"Umm, lemme tink Going to be a No for me dawg.",DrewSkinnerjr,Everywhere,10/23/2020 18:21,neutral
220,Public trust needed for eventual,RandstadLS,"Deerfield, IL",10/23/2020 17:45,neutral
221,Puducherry Chief Minister V Narayanasamy stated that the Puducherry government would provide free vaccination for COVID-19 for all people in Puducherry (UT) irrespective of circumstances.,AntoWrites,"Nagapattinam, India",10/23/2020 17:42,positive
222,announcement. signs agreements with the Government of Canada to supply up to million doses of its recombinant plant-...,PharmacyU,"Toronto, Ontario",10/23/2020 17:37,neutral
223,"A lot of people are looking very much forward to a Phase III vaccine trial approval, but it is important to recognise the nuances even after that. Especially efficacy in subgroups such as high risk elderly. A vaccine can be even detrimental",technoslerphile,Kerala,10/23/2020 17:30,positive
224,"Kudos to , one of 's world-leading fintech clients, for waiving fees on donations to global health organizations fighting . Thank you, TransferWise!",Galileo_Tweets,"Salt Lake City, UT",10/23/2020 17:26,neutral
225,% efficacy. Not bad for a respiratory disease vaccine!,RamblingBrook,New Delhi,10/23/2020 16:50,positive
226,enters Phase trials.,Nikolai3d,SDCC 2021,10/23/2020 16:32,neutral
227,"have added to s portfolio for up to M doses of their vaccine candidate.With the addition of this vaccine - being developed here in - Canadians have access to world-leading candidates.When a vaccine is ready, Canada will be ready.",AnitaOakville,"Oakville, Ontario",10/23/2020 16:15,positive
228,Our seniors and their caregivers continue to be among the most vulnerable communities throughout the pandemic. We must give them a voice and raise awareness of the challenges they face every day while on the front lines. We must prioritize our nation's seniors!,TOSseniorcare,,10/23/2020 16:00,negative
229,Good to hear.,JeyaranjanE,Chennai,10/23/2020 15:59,positive
230,will be available soon in and free in in India (promise to voters ),satya_yadav,Gurgaon,10/23/2020 15:48,positive
231,Share this poll I wanna know what real people feel about the,DymondStudded,"Yup, I Got A House There Too",10/23/2020 15:46,positive
232,DCGI gives nod for phase trial of Bharat Biotech's COVID-19 vaccine.,TheDailyPioneer,,10/23/2020 15:42,neutral
233,patient...Listen what he have to say...,THE_MASK_UP,THE WORLD,10/23/2020 15:19,neutral
234,"New on the PLOS Your Say blog, from guest authors: Who Gets the Vaccine?",PLOS,USA and UK,10/23/2020 15:13,positive
235,"Thank you , director of Office of Vaccines Research and Review for setting the tone at the FDA Panel which stressed Safety, Diversity, Efficacy for . The world is watching.",RonDePinho,"Houston, TX",10/23/2020 15:13,neutral
236,Do you on a weekly or forthrightly basis check on any update on,SatishShekar,"Bengaluru, India",10/23/2020 15:10,neutral
237,"NEW from MHI: Vaccines, when appropriately managed, will be safe. Dr. Peter Salk. But what does an appropriately managed look like? Check out our summary of our event with &amp; to find out:",Wilson_MHI,"Washington, DC",10/23/2020 15:01,positive
238,Here's the Coronavirus wrap for today: COVID-19 vaccine to be distributed under special immunization programme; Karnataka to re-open colleges ://,moneycontrolcom,Mumbai,10/23/2020 14:43,positive
239,Govt plans special immunisation programme for ://,thetribunechd,Chandigarh,10/23/2020 14:10,positive
240,"NEW | What will it take to develop a safe and effective ? See highlights from a recent event on the development of a vaccine, co-sponsored by the , , &amp; the Jonas Salk Legacy Foundation.",NewSecurityBeat,"Washington, D.C.",10/23/2020 14:00,positive
241,"Coronavirus Vaccine: India's first Covid-19 vaccine candidate approved for phase III trials, here's everything you need to know about it | The Times of India",Kavisa9,India,10/23/2020 13:50,positive
242,"weeks away, J&amp;J, , leading race $mrna $pfe $spy $dia $qqq",BoB2Trader,"Irvine, California",10/23/2020 13:11,neutral
243,Privacy Tip COVID-19 Scams Continue to Plague U.S. Public,natlawreview,"Chicago, IL & Denver, CO",10/23/2020 13:10,neutral
244,: to conduct Phase-3 trials in volunteers,thetribunechd,Chandigarh,10/23/2020 13:03,neutral
245,"New post: Helps Develop System to Track Production, Distribution",GovConWire,"Washington, DC",10/23/2020 13:03,positive
246,"Covid-19 Vaccination: Odisha govt issues letter to W&amp;CD dept, Mission Shakti and all the concerned medical associations in the state to prepare a database of anganwadi workers &amp; health workers.",otvnews,"Bhubaneshwar, India",10/23/2020 12:47,neutral
247,": We are inching closer towards India's indigenous . After successful completion of Phase &amp; clinical trials of , has received DCGI approval for Phase clinical trials. There will be participants across centres in .",krishna0302,"Hyderabad, India",10/23/2020 12:46,positive
248,": After successful completion of the interim analysis from the Phase &amp; clinical trials of , it received approval for in participants in over centres across India.",vrishi2011,,10/23/2020 12:38,positive
249,". joined 's to discuss the , the vaccine trial process &amp; what politicization of the FDA means for our country as we continue to deal with the . Listen now.",PennMEHP,"Philadelphia, PA",10/23/2020 12:37,neutral
250,Our trailer had a high-profile visitor this week. Proud of our work with and working towards by connecting the people at highest risk from to cutting-edge research at .,AksTheIDDoc,"Washington, DC",10/23/2020 12:32,positive
251,"""With COVID-19 vaccines, the vulnerable people must come first,"" stress EU Bishops, , , , ://",novenanews,Europe,10/23/2020 12:24,negative
252,Coronavirus vaccine tracker | Check out the latest updates here,moneycontrolcom,Mumbai,10/23/2020 12:15,positive
253,"India's indigenous candidate, , developed by Bharat Biotech in collaboration with ICMR receives the nod for Phase-3 clinical trials.",lateefbabla,India,10/23/2020 12:13,positive
254,Participate in our upcoming of your research expertise online!For more Contact: +44,PcosCongress,"London, UK",10/23/2020 12:08,positive
255,"To vaccinate the population of billion Indians against COVID-19, the govt sets aside nearly Rs crore: Sources.",moneycontrolcom,Mumbai,10/23/2020 12:07,positive
256,"COVID-19 case fatality rate at % in Cyprus, reproduction number between and",Parikiaki,London,10/23/2020 11:55,neutral
257,"has trembled the whole world &amp; its vaccine will be the single biggest product launch ever, with unprecedented demand as literally billions of people seek. Arguably is the key player here to distribute efficiently at each &amp; every corner. Read how.",EmiproTech,"Rajkot, India",10/23/2020 11:39,positive
258,"India's indigenous candidate, , developed by Bharat Biotech in collaboration with ICMR receives the nod for Phase-3 clinical trials.",erpankajvyas,"Rajasthan, India",10/23/2020 11:22,positive
259,FYI. Thanks.,Venky20201,"Chennai, India",10/23/2020 11:04,positive
260,"Percent Indians Sceptical About , Will Not Rush to Take It in : Survey",weatherindia,India,10/23/2020 11:00,neutral
261,Patient death casts a shadow on 's : report - Oct related newsletter for everyone ://,scrufton73,"North East, uk",10/23/2020 10:49,neutral
262,first will be at least % effective: ://,shinils,"Pune, India",10/23/2020 10:48,positive
263,Patient death casts a shadow on 's : report - Oct related newsletter for everyone ://,FibroFlutters,Sunderland - Tyne &Wear - UK,10/23/2020 10:37,neutral
264,"A day after the promised lakh and free in its manifesto for , the Congress attacked the BJP on Friday for being critical of the lakh-job promise made by the .",NH_India,"New Delhi, India",10/23/2020 10:17,positive
265,"A day after the Bharatiya Janata Party promised lakh jobs and free in its manifesto for , the attacked the on Friday for being critical of the lakh-job promise made by the Rashtriya Janata Dal.",ians_india,New Delhi,10/23/2020 10:11,positive
266,Bihar polls: Chidambaram mocks BJP on lakh-job promise,telugubullet,World Wide,10/23/2020 10:10,neutral
267,| Centre to procure directly from companies; 'priority group' to get it first,livemint,India,10/23/2020 10:10,positive
268,"Vaccines are basic right of every citizen of any country, it should not be bargained for peoples vote or used as a winning weapon during elections.",Mrsshwetasri,"Mumbai, India",10/23/2020 9:52,positive
